RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9143,15663312,494,France,Female,35,9,112727,2,1,0,183753,0
9144,15793197,676,France,Female,34,8,100360,1,0,0,46038,0
9145,15731463,818,Germany,Male,43,10,105302,1,1,1,78942,0
9146,15621768,712,Spain,Male,45,6,112995,1,0,0,198399,0
9147,15691323,672,Germany,Male,40,4,89026,2,1,0,188892,0
9148,15781326,636,France,Male,35,9,95478,1,0,0,169287,0
9149,15595640,698,France,Male,37,8,0,2,0,0,145004,0
9150,15814331,597,Germany,Female,43,7,119127,2,1,0,55810,0
9151,15602030,717,France,Male,28,4,128207,1,1,1,54272,0
9152,15747974,614,France,Male,49,1,0,2,1,0,192441,0
9153,15611315,708,Germany,Female,23,4,71433,1,1,0,103698,0
9154,15636977,507,Germany,Male,36,9,118214,3,1,0,119110,1
9155,15690337,581,France,Female,27,5,102258,2,1,0,194682,0
9156,15680666,579,Spain,Female,39,2,151963,2,1,0,158949,0
9157,15679551,504,Spain,Female,46,2,163765,1,1,1,165123,1
9158,15778915,737,France,Female,32,7,128551,2,0,1,189403,0
9159,15568849,540,Spain,Female,31,10,118159,1,1,1,158028,0
9160,15747762,609,France,Male,32,7,118520,1,0,0,3815,0
9161,15753679,778,France,Male,24,4,0,2,1,1,162809,0
9162,15750049,621,France,Male,40,10,163823,1,0,0,89519,0
9163,15606097,665,Germany,Male,63,7,104470,1,1,1,25165,1
9164,15802368,608,France,Female,47,6,0,1,1,1,126013,0
9165,15767488,680,Spain,Male,36,7,0,2,1,0,20109,0
9166,15669946,663,Germany,Female,46,2,141727,1,1,1,58257,0
9167,15612103,627,Germany,Female,35,2,137853,1,1,1,172269,1
9168,15645353,607,France,Male,26,1,0,1,1,0,29818,0
9169,15650018,681,France,Female,43,8,154100,1,0,0,114660,0
9170,15659002,766,France,Female,45,6,0,2,0,0,147185,0
9171,15616028,694,France,Male,30,2,0,3,0,1,15039,0
9172,15660475,411,France,Female,54,9,0,1,0,1,76621,0
9173,15652615,742,France,Male,39,8,140005,1,1,1,92986,0
9174,15653572,673,Spain,Male,43,8,127133,1,0,1,6009,1
9175,15628059,529,France,Male,61,1,0,2,1,1,191371,0
9176,15703413,519,France,Female,38,7,125329,1,1,0,188226,0
9177,15610433,573,France,Male,35,9,0,2,1,0,11744,0
9178,15770548,453,Germany,Female,28,3,139987,1,1,0,136847,0
9179,15645637,798,Germany,Female,39,6,119788,1,1,1,164248,0
9180,15590888,693,Spain,Female,34,10,107556,2,0,0,154631,0
9181,15568326,637,France,Female,44,2,0,2,1,0,149666,0
9182,15655368,672,France,Male,47,1,0,1,0,0,91575,0
9183,15665579,597,France,Female,28,0,142706,1,1,0,127233,0
9184,15676091,543,France,Male,42,7,0,1,1,1,56650,0
9185,15716984,695,Spain,Female,56,4,0,2,1,0,84645,0
9186,15715078,584,France,Male,35,6,161614,2,1,1,148238,0
9187,15569452,652,Germany,Female,58,3,116353,2,0,1,193503,0
9188,15628863,601,France,Male,38,4,60014,1,1,1,38020,0
9189,15778192,628,Spain,Male,28,4,0,2,1,1,176751,0
9190,15793723,607,Germany,Male,32,9,144272,2,1,0,176581,0
9191,15798943,646,France,Female,46,8,0,2,1,0,133059,0
9192,15764708,572,France,Male,30,6,117697,1,1,0,100844,0
9193,15791040,801,Spain,Male,58,1,79955,2,1,1,30484,0
9194,15631512,597,France,Female,26,8,149989,1,1,0,42331,0
9195,15640106,613,France,Male,40,7,124340,1,0,0,193310,0
9196,15710315,529,Germany,Male,29,4,135759,1,0,0,112814,1
9197,15771535,794,Spain,Female,37,9,0,2,1,0,68009,0
9198,15611947,557,France,Male,34,3,83074,1,1,0,132673,0
9199,15670266,499,France,Female,28,4,141793,1,1,1,22002,0
9200,15609083,544,France,Female,26,6,0,1,1,0,100200,1
9201,15567923,739,France,Female,30,6,0,1,0,0,122604,0
9202,15788183,458,Germany,Female,43,1,106870,2,1,0,100564,0
9203,15735782,528,France,Male,31,9,120963,1,1,0,5419,0
9204,15774401,773,Spain,Male,51,4,0,2,0,0,123588,1
9205,15737971,646,France,Female,30,5,0,2,1,0,13935,0
9206,15758750,564,France,Male,31,0,110527,1,1,1,87061,0
9207,15611767,624,Germany,Female,52,0,133723,1,0,0,4860,1
9208,15643770,682,France,Female,52,5,112670,1,1,0,21085,1
9209,15744717,726,France,Female,44,2,0,2,1,1,26734,0
9210,15570681,560,France,Male,24,1,116084,1,1,0,89735,0
9211,15792650,382,Spain,Male,36,0,0,1,1,1,179541,1
9212,15605531,457,Spain,Female,38,6,0,2,1,0,173219,0
9213,15605339,673,France,Female,37,10,0,2,1,1,37411,0
9214,15672216,584,France,Female,40,4,82442,1,0,0,80852,0
9215,15812893,629,France,Female,39,10,0,2,1,1,43174,1
9216,15624180,584,Germany,Female,37,10,134172,4,1,1,70927,1
9217,15701364,724,France,Male,30,10,0,2,1,1,54266,0
9218,15762588,644,France,Male,31,5,0,2,1,1,41872,0
9219,15806318,676,Germany,Female,48,2,124442,1,1,0,15069,1
9220,15712596,499,France,Male,31,4,0,1,1,0,25950,0
9221,15600399,598,France,Male,60,4,0,1,1,0,197727,1
9222,15576216,655,Germany,Female,37,4,108863,1,1,0,79555,1
9223,15620750,559,France,Male,28,3,141099,1,1,1,15607,0
9224,15623489,543,France,Female,67,0,128844,1,1,1,134612,0
9225,15667944,679,France,Male,39,0,86844,1,0,1,159831,0
9226,15584928,594,Germany,Female,32,4,120075,2,1,1,162962,0
9227,15779913,586,France,Male,27,5,130232,2,1,1,192427,0
9228,15644977,776,France,Female,31,5,0,2,1,0,92648,0
9229,15749679,699,France,Male,39,2,109724,1,1,1,180022,0
9230,15629010,847,Germany,Female,35,5,111743,1,1,1,183584,0
9231,15768465,582,Germany,Male,35,8,121309,2,1,1,28751,0
9232,15767781,648,France,Male,38,10,82697,1,1,0,74847,0
9233,15635364,618,France,Female,49,9,44301,3,1,1,89729,1
9234,15722004,543,France,Female,31,4,138318,1,0,0,61844,0
9235,15766044,642,Germany,Male,49,4,120689,1,1,0,24770,1
9236,15586680,462,France,Male,27,4,176914,1,1,0,80587,0
9237,15635388,640,Spain,Male,47,6,89047,1,1,0,116286,0
9238,15655175,740,Germany,Male,40,4,114319,2,1,0,129334,1
9239,15639133,773,France,Female,50,4,0,2,1,0,129373,0
9240,15799653,583,Germany,Female,32,7,94754,2,1,1,18149,0
9241,15723872,589,Spain,Female,46,10,0,2,0,1,168369,0
9242,15775627,509,France,Male,35,8,0,2,0,1,67431,0
9243,15630704,612,Germany,Male,32,9,106521,2,1,0,177092,0
9244,15815534,505,Spain,Male,37,0,134006,1,1,1,93737,0
9245,15697249,546,Germany,Female,25,3,132838,1,1,0,131647,0
9246,15681316,681,France,Female,41,0,120549,2,1,0,175722,0
9247,15682523,762,France,Male,20,1,139433,1,1,1,85607,0
9248,15650244,786,Spain,Male,29,7,80895,2,1,0,64946,0
9249,15648638,629,Spain,Male,34,6,0,2,1,0,190348,0
9250,15795747,787,Spain,Female,39,7,171647,1,0,1,100791,0
9251,15607330,713,Spain,Male,42,0,109122,1,0,1,167873,0
9252,15624013,541,France,Female,39,6,109845,1,1,0,25289,0
9253,15800805,451,France,Female,31,7,140932,1,0,1,20389,0
9254,15667321,644,Spain,Male,49,10,0,2,1,1,145090,0
9255,15601116,686,France,Male,32,6,0,2,1,1,179093,0
9256,15622033,847,Germany,Female,41,3,101544,4,1,0,16025,1
9257,15758451,765,Germany,Male,37,7,102709,1,1,0,9088,0
9258,15688689,678,Germany,Female,37,8,149001,2,1,1,21472,0
9259,15652674,539,France,Male,20,0,83460,1,1,1,146753,0
9260,15806327,800,France,Female,40,3,75893,2,1,0,132562,0
9261,15649618,799,Germany,Female,39,7,167396,2,0,1,139537,0
9262,15677117,629,France,Female,61,6,0,2,1,1,133673,0
9263,15751445,734,Germany,Female,52,6,71283,2,0,1,38984,0
9264,15749669,542,France,Female,31,3,0,2,1,1,115218,0
9265,15656351,414,Spain,Male,60,3,0,2,1,1,93845,0
9266,15667438,675,France,Female,38,1,104017,1,0,0,22069,1
9267,15682273,683,France,Female,38,5,127617,1,1,0,123846,0
9268,15580912,748,France,Male,32,5,154738,2,1,1,172638,0
9269,15785183,596,Spain,Male,29,2,0,2,1,1,1591,0
9270,15705383,642,France,Male,35,4,125476,1,1,1,91776,0
9271,15712903,499,France,Female,21,3,176511,1,1,1,153920,0
9272,15774285,649,Spain,Female,47,8,110783,1,1,1,71420,0
9273,15583138,739,France,Male,42,2,141643,2,1,0,172150,0
9274,15740160,616,France,Male,31,1,0,2,1,1,54707,0
9275,15793425,560,Spain,Female,33,9,0,1,0,1,183358,0
9276,15749265,427,Germany,Male,42,1,75682,1,1,1,57098,0
9277,15623989,435,France,Male,54,3,0,1,1,0,156910,1
9278,15604832,633,France,Male,29,7,0,1,1,1,130225,0
9279,15584580,443,France,Male,35,6,161111,1,0,0,13947,0
9280,15573854,727,France,Male,62,5,0,2,0,1,38653,0
9281,15614847,674,France,Female,45,6,72495,1,0,1,140042,0
9282,15679966,661,France,Female,31,3,133964,1,1,1,166187,0
9283,15799435,619,Spain,Male,34,1,0,1,1,0,139919,0
9284,15752186,562,France,Female,27,3,0,2,1,0,28137,0
9285,15705544,633,France,Male,61,3,157201,1,0,1,50369,0
9286,15713632,551,Spain,Female,48,5,95679,1,0,0,94978,0
9287,15586523,720,Germany,Female,29,7,106231,1,1,1,69904,1
9288,15609176,688,France,Female,32,5,0,2,0,1,177608,0
9289,15769308,635,Germany,Female,36,9,81232,2,1,0,196731,0
9290,15676810,561,France,Female,31,1,81480,2,1,1,65235,0
9291,15634591,850,France,Male,33,8,73059,1,1,1,186281,0
9292,15679804,636,France,Male,36,5,117559,2,1,1,111573,0
9293,15677764,461,Germany,Female,74,1,186445,2,1,1,196768,0
9294,15571917,771,Germany,Female,38,5,137658,2,1,0,72986,0
9295,15574608,713,France,Male,36,8,133889,1,1,1,143266,0
9296,15740868,658,Germany,Female,45,9,134563,1,1,1,159269,0
9297,15702442,586,Germany,Female,56,9,100782,2,1,1,54448,0
9298,15699797,737,France,Male,30,8,174356,1,0,0,31929,0
9299,15648047,742,Germany,Male,27,5,190125,2,0,0,21794,0
9300,15766826,824,France,Male,26,7,146266,1,1,0,21904,1
9301,15591628,701,Germany,Male,41,9,164046,1,1,0,49406,0
9302,15583857,623,Spain,Female,43,4,123537,2,0,0,154909,0
9303,15752534,744,France,Male,36,10,0,2,1,1,182868,0
9304,15741403,698,Spain,Female,38,1,171848,1,0,0,16957,0
9305,15783589,616,France,Male,40,9,0,2,0,0,93718,0
9306,15598046,662,France,Female,39,5,139562,2,1,0,61636,0
9307,15643330,594,France,Male,37,2,0,2,0,1,95865,0
9308,15680405,685,France,Male,40,2,168001,2,1,1,167400,0
9309,15728683,742,France,Male,27,0,0,2,0,1,131535,0
9310,15621644,678,Germany,Male,83,6,123357,1,0,1,92934,0
9311,15733032,651,Spain,Male,47,2,0,2,1,1,119809,0
9312,15608381,585,Germany,Male,50,2,125846,1,1,0,9439,1
9313,15658946,579,Germany,Male,40,10,45409,2,1,0,18733,0
9314,15757912,722,Germany,Female,37,0,125978,1,0,0,160162,0
9315,15645371,613,Germany,Female,51,7,147262,1,1,1,53631,1
9316,15653110,694,France,Male,42,8,133767,1,1,0,36405,0
9317,15766355,550,Germany,Male,49,0,108807,3,1,0,61447,1
9318,15585249,741,France,Male,42,6,106037,1,1,0,194687,1
9319,15611786,668,Spain,Female,69,9,0,1,0,1,134483,0
9320,15575486,529,France,Female,27,1,0,2,1,1,37770,0
9321,15780215,636,France,Male,31,6,0,2,1,1,2383,0
9322,15686099,563,Spain,Male,61,1,82182,1,1,0,106827,1
9323,15739042,767,France,Female,35,9,0,2,1,0,39512,0
9324,15815316,644,France,Male,50,9,76817,4,1,0,196371,1
9325,15778489,780,Germany,Male,71,9,142550,2,1,1,122507,0
9326,15786389,635,Spain,Female,41,10,0,2,1,1,61994,0
9327,15601787,641,Germany,Male,35,2,103712,1,0,1,192464,1
9328,15624715,593,Spain,Female,40,2,0,1,1,1,5195,0
9329,15763093,540,Germany,Female,35,7,128370,2,1,0,198256,0
9330,15572073,663,Spain,Male,35,5,0,2,1,1,62635,0
9331,15780256,630,France,Male,34,9,0,2,1,1,114006,0
9332,15659305,605,Germany,Male,19,8,166133,1,1,1,107995,0
9333,15638882,710,Germany,Female,62,9,148214,1,1,0,48571,1
9334,15714680,755,France,Female,78,5,121207,1,1,1,76016,0
9335,15777217,641,Spain,Male,25,10,0,2,1,1,180808,0
9336,15739123,737,Germany,Male,50,4,127553,2,1,0,4225,0
9337,15594450,695,France,Male,49,9,159459,1,1,0,135841,0
9338,15797751,466,Germany,Female,47,5,102086,1,1,1,183536,1
9339,15691543,558,Germany,Male,58,2,142537,1,1,1,88792,0
9340,15722845,665,Spain,Male,29,1,182782,2,1,1,63733,0
9341,15605804,737,France,Male,45,10,0,2,1,0,1365,0
9342,15702061,654,France,Male,29,7,0,2,1,1,149184,0
9343,15694321,619,France,Female,28,3,0,2,1,0,53394,0
9344,15798749,845,Germany,Female,43,3,152064,2,1,0,97910,0
9345,15720050,727,France,Female,28,2,110998,1,1,0,101434,0
9346,15758048,582,France,Male,50,2,148942,1,1,1,116944,0
9347,15805681,716,France,Male,41,9,0,1,1,1,113267,0
9348,15802809,660,Spain,Female,36,0,84439,1,1,1,181450,0
9349,15807239,664,France,Female,34,7,93920,1,0,0,179914,0
9350,15749093,801,France,Male,43,4,158713,2,0,0,98586,0
9351,15689344,615,Spain,Male,42,4,0,3,0,1,120321,0
9352,15606076,718,Germany,Male,63,7,123205,1,1,1,100539,0
9353,15610090,667,France,Male,40,8,72945,2,1,0,98932,0
9354,15693926,670,Spain,Male,37,0,178743,1,1,1,194494,0
9355,15791501,590,France,Male,43,8,0,2,1,1,143628,0
9356,15621870,739,Spain,Female,40,8,0,1,1,0,167031,0
9357,15734711,373,France,Male,42,7,0,1,1,0,77786,1
9358,15814405,418,France,Female,46,9,0,1,1,1,81015,1
9359,15729359,837,France,Female,29,9,0,2,1,1,41866,0
9360,15606944,645,Germany,Male,43,9,140121,1,1,0,11303,1
9361,15671934,552,Germany,Male,39,2,132907,1,0,1,149384,0
9362,15641773,580,Germany,Male,45,2,179335,2,1,1,169304,0
9363,15701972,684,France,Male,35,3,137179,1,1,1,37264,0
9364,15749114,634,Spain,Male,35,3,0,2,1,1,19515,0
9365,15780362,607,France,Female,49,9,119960,2,1,0,103068,0
9366,15753229,802,France,Male,29,9,127415,1,1,1,134459,0
9367,15656009,736,France,Female,36,6,0,1,1,0,70497,0
9368,15785024,629,France,Female,40,9,137409,1,1,0,175878,1
9369,15670492,737,France,Male,28,8,0,2,1,0,106390,0
9370,15795458,718,Spain,Female,39,2,0,1,1,1,52138,0
9371,15732438,561,France,Male,43,4,0,4,0,0,18523,1
9372,15781987,641,France,Male,31,9,112495,1,1,1,32232,0
9373,15775826,677,France,Male,30,1,78133,1,0,1,174226,0
9374,15807457,641,Spain,Female,36,1,0,2,1,0,102021,0
9375,15632538,658,Spain,Female,32,5,145553,1,1,1,31485,0
9376,15641389,659,Germany,Male,48,4,123593,2,1,0,82469,1
9377,15657306,567,France,Female,47,2,0,1,0,0,110900,1
9378,15709447,584,France,Female,26,0,146286,1,1,0,105105,0
9379,15762682,709,Spain,Female,35,1,111827,2,1,0,12675,0
9380,15626042,690,Spain,Female,26,2,0,2,1,1,93256,0
9381,15597109,627,France,Male,70,1,94417,1,0,1,145300,0
9382,15756148,765,Spain,Male,45,2,91550,1,1,1,47139,0
9383,15665634,645,France,Female,38,7,59569,1,1,1,167723,0
9384,15739997,716,France,Female,23,2,94465,2,0,1,185901,0
9385,15686242,771,France,Female,57,4,0,1,0,0,85877,1
9386,15759244,687,Germany,Male,44,8,95368,2,1,1,1788,0
9387,15672027,717,Germany,Female,33,10,102185,2,1,0,23232,0
9388,15594576,524,France,Male,32,1,144876,1,0,0,187740,0
9389,15707138,679,Spain,Male,39,5,0,2,1,1,100061,0
9390,15756954,538,France,Female,32,2,0,1,1,1,80131,0
9391,15619130,752,Germany,Female,37,5,113291,2,1,1,132468,0
9392,15639665,846,Spain,Male,61,0,0,2,1,1,96202,0
9393,15571065,532,Spain,Female,39,0,0,2,1,0,94977,0
9394,15686060,670,Germany,Male,43,9,111678,1,1,0,178827,1
9395,15615753,597,Germany,Female,35,8,131101,1,1,1,192853,0
9396,15800961,627,Germany,Male,52,1,76102,2,0,1,177238,0
9397,15763065,700,Spain,Female,40,2,0,2,1,0,199754,0
9398,15672467,766,France,Female,52,7,92511,2,0,1,66194,0
9399,15752915,488,France,Female,34,2,0,2,1,1,181271,0
9400,15744695,694,France,Male,39,5,77652,1,1,1,25408,0
9401,15584897,639,France,Female,31,3,98360,1,0,0,20974,0
9402,15601857,705,Germany,Female,46,4,115518,1,0,0,76545,1
9403,15674156,810,Germany,Male,69,3,27288,1,1,1,110510,0
9404,15695465,638,France,Female,36,6,0,1,1,0,164248,0
9405,15792232,595,Spain,Female,43,5,0,2,0,0,105150,0
9406,15807900,575,France,Male,36,7,0,1,1,1,55869,1
9407,15743760,850,France,Male,31,6,131997,2,1,1,178747,0
9408,15652835,419,Spain,Female,27,2,121580,1,0,1,134721,0
9409,15767818,640,France,Male,55,10,132436,1,1,0,979,0
9410,15591150,570,Spain,Male,34,10,0,2,0,1,183387,0
9411,15734659,640,Germany,Female,46,5,107978,2,1,0,155876,0
9412,15796115,689,Germany,Female,40,4,78120,4,1,0,119259,1
9413,15724648,725,France,Male,26,6,98684,1,0,0,133721,0
9414,15737732,751,France,Female,44,10,0,2,1,0,170634,0
9415,15632280,544,Spain,Female,53,9,0,1,1,0,125692,1
9416,15750407,768,Germany,Female,43,2,129264,2,0,0,19150,0
9417,15795370,648,Germany,Male,37,6,131753,1,1,0,86895,0
9418,15656829,577,Spain,Female,33,6,0,2,1,0,57976,0
9419,15643794,639,Spain,Female,27,2,0,1,1,1,82939,0
9420,15798605,686,Germany,Male,26,1,57423,1,1,1,79189,0
9421,15637324,657,France,Female,28,7,0,2,0,1,5178,0
9422,15589589,613,France,Male,34,5,144094,1,1,0,44510,0
9423,15778936,701,France,Male,33,9,147510,1,1,0,190612,0
9424,15757385,578,Spain,Female,28,8,161593,1,1,0,177835,0
9425,15666200,689,France,Female,40,1,0,2,1,1,119447,0
9426,15683977,687,Spain,Female,72,4,0,2,1,1,50268,0
9427,15675518,499,Spain,Female,53,1,75226,2,0,0,144849,1
9428,15584812,693,Spain,Female,39,0,0,2,0,0,81902,0
9429,15752984,737,France,Female,70,9,87543,2,1,1,42577,0
9430,15577913,651,France,Female,32,8,144582,1,1,1,87610,0
9431,15591980,753,France,Male,33,5,122568,2,1,1,82821,0
9432,15598948,523,Spain,Female,24,5,172232,1,0,1,155144,0
9433,15574142,458,Germany,Female,28,2,171932,2,1,1,9578,0
9434,15582903,643,France,Male,39,7,0,2,1,1,170393,0
9435,15733229,638,Spain,Female,34,7,0,2,0,0,3946,0
9436,15635752,685,Germany,Male,38,4,111798,2,1,1,102185,0
9437,15771000,684,France,Male,38,4,0,3,1,0,75610,0
9438,15804864,670,France,Female,27,5,79337,1,1,1,26170,0
9439,15641175,701,Germany,Male,63,3,120917,3,0,0,144727,1
9440,15692226,705,France,Female,31,3,142906,1,1,1,58135,0
9441,15584156,593,Spain,Male,27,10,0,3,0,0,94620,1
9442,15702656,651,France,Female,33,1,96835,1,1,0,108765,0
9443,15606552,741,France,Male,37,9,105262,2,1,1,149504,0
9444,15687001,596,Germany,Male,54,1,123544,1,1,1,120315,1
9445,15781903,581,Germany,Male,41,2,127914,2,1,1,44206,0
9446,15731951,689,Spain,Female,28,5,95329,1,1,0,6130,1
9447,15580953,544,France,Male,30,4,73219,1,0,1,126797,0
9448,15810390,718,France,Female,41,1,0,2,0,1,27510,1
9449,15628274,583,Germany,Male,35,8,149996,2,1,0,42144,0
9450,15615444,663,Germany,Male,28,8,123674,2,1,1,87985,0
9451,15784010,666,Germany,Male,33,2,124125,1,1,0,81885,0
9452,15571586,524,Spain,Male,29,3,159035,1,1,0,2705,1
9453,15748616,599,France,Male,27,5,0,2,1,0,30546,0
9454,15769402,667,France,Male,27,7,156812,1,1,1,149403,0
9455,15739248,727,France,Male,52,4,0,2,1,1,118429,0
9456,15603481,689,Spain,Female,55,4,0,2,1,1,58442,0
9457,15723604,639,France,Male,39,6,150556,1,1,0,30414,0
9458,15797822,678,France,Male,28,2,109137,1,1,1,58814,0
9459,15665064,523,France,Male,36,8,158351,2,1,0,155305,0
9460,15640580,650,France,Female,47,9,0,1,1,0,187944,0
9461,15581089,744,Spain,Male,35,7,0,2,1,1,43037,0
9462,15728605,697,France,Male,40,4,0,2,0,1,26543,0
9463,15737385,800,Spain,Female,46,6,0,2,1,0,171928,0
9464,15714789,664,France,Male,24,7,0,1,0,1,35611,0
9465,15786035,740,France,Male,39,9,0,2,1,0,19047,0
9466,15815259,835,France,Female,56,2,0,2,1,1,39820,0
9467,15592716,559,France,Male,52,2,0,1,1,0,129014,1
9468,15734850,676,Spain,Male,36,1,82729,1,1,0,113810,0
9469,15638047,613,Germany,Female,45,9,142765,2,1,0,34750,0
9470,15674573,713,France,Female,25,4,121173,1,1,1,56269,0
9471,15694859,751,Germany,Female,28,10,132932,2,1,1,46630,0
9472,15776404,523,France,Male,22,8,123374,1,1,1,124907,0
9473,15579345,775,Germany,Female,74,0,161372,1,1,1,134870,0
9474,15690733,608,Spain,Male,45,4,0,2,0,0,36697,1
9475,15631481,673,France,Male,51,8,79563,2,1,1,172201,0
9476,15620988,616,France,Male,46,2,0,2,1,0,137136,0
9477,15571529,650,Germany,Female,48,7,138232,1,1,0,57595,0
9478,15592104,655,France,Female,41,5,0,1,0,0,36548,1
9479,15651900,782,Germany,Female,53,1,81571,1,1,0,182960,1
9480,15596212,781,Spain,Male,35,1,0,2,0,0,42118,0
9481,15710687,593,France,Female,33,0,95927,1,1,0,199478,0
9482,15613787,505,Spain,Male,35,8,116933,1,1,0,91093,0
9483,15599211,707,France,Male,40,1,0,2,1,0,14090,1
9484,15675983,692,France,Female,36,3,79551,1,0,1,178267,0
9485,15622370,813,Germany,Male,30,1,116417,1,0,1,85808,0
9486,15656319,850,Spain,Male,37,4,88141,1,1,0,109659,0
9487,15605130,753,France,Male,32,6,177729,1,1,1,161642,0
9488,15672574,850,Spain,Female,32,5,0,1,1,1,3831,0
9489,15659355,671,Spain,Male,32,6,123913,2,1,1,146636,0
9490,15777907,791,France,Female,33,3,0,1,1,1,144414,1
9491,15655171,624,France,Male,80,3,0,1,1,1,65801,0
9492,15619674,649,France,Female,35,4,108306,1,1,1,192486,0
9493,15775192,732,Germany,Female,48,4,102963,1,1,0,120853,1
9494,15617657,664,France,Female,36,0,103502,1,1,1,146192,0
9495,15688951,789,Germany,Male,43,8,119654,2,0,1,148412,1
9496,15763460,680,France,Male,33,10,183768,1,1,0,164119,0
9497,15756992,701,France,Male,37,1,0,2,1,0,163458,0
9498,15617454,684,France,Female,25,1,0,2,0,1,144978,0
9499,15701932,586,France,Female,52,6,140901,1,1,1,67289,0
9500,15700813,522,Germany,Female,25,5,94050,2,1,0,103269,0
9501,15645600,739,Spain,Female,27,8,98926,1,1,1,106970,0
9502,15634146,835,Germany,Male,18,2,142872,1,1,1,117633,0
9503,15686743,790,Spain,Male,29,3,46058,2,1,1,189778,0
9504,15698792,671,France,Female,48,6,119770,1,0,1,66033,0
9505,15591724,560,France,Female,44,5,143245,1,1,0,98661,0
9506,15571281,651,France,Male,28,10,79563,1,1,1,74687,0
9507,15661380,682,France,Male,69,6,0,2,0,1,149604,0
9508,15728885,808,France,Male,41,0,0,1,1,1,79889,0
9509,15618950,644,Spain,Male,26,8,96660,2,1,1,138776,0
9510,15609804,688,France,Male,29,1,0,2,1,0,154696,0
9511,15735849,617,France,Female,26,2,165948,2,0,1,168834,0
9512,15652948,738,France,Male,33,4,92676,1,1,0,105818,0
9513,15618155,663,France,Male,45,5,83195,1,1,1,48682,0
9514,15566378,515,France,Male,48,5,129388,1,0,1,147956,1
9515,15565879,845,France,Female,28,9,0,2,1,1,56186,0
9516,15792922,639,Spain,Male,38,9,130233,1,1,1,81861,0
9517,15770567,557,France,Female,32,3,123503,1,1,1,69827,0
9518,15738042,543,Germany,Male,37,8,140894,2,1,1,118059,0
9519,15714920,585,Germany,Male,44,7,163868,1,1,1,112333,0
9520,15782121,610,France,Female,27,2,0,2,1,0,14547,0
9521,15673180,727,Germany,Female,18,2,93817,2,1,0,126172,0
9522,15660636,540,Spain,Female,40,8,0,2,1,0,3560,0
9523,15664504,418,France,Male,35,7,0,2,1,1,88878,0
9524,15790322,660,France,Female,32,0,114669,1,1,0,84605,0
9525,15739847,850,Germany,Male,38,5,146757,1,1,0,78269,0
9526,15699415,618,France,Female,46,6,150214,1,1,0,120668,1
9527,15665521,642,Germany,Male,18,5,111184,2,0,1,10064,0
9528,15682868,850,France,Female,40,9,99816,1,1,1,163990,1
9529,15584462,739,France,Male,34,9,0,1,1,0,60584,0
9530,15661708,508,France,Female,41,5,0,2,1,1,94171,0
9531,15584452,667,France,Male,41,6,0,2,0,0,167182,0
9532,15717010,741,France,Female,60,5,0,1,1,1,38915,0
9533,15643828,592,France,Male,29,7,0,2,1,1,91197,0
9534,15733361,651,Germany,Female,45,6,86714,1,1,0,85870,1
9535,15795488,773,Spain,Male,52,2,0,2,1,0,57338,0
9536,15581551,850,Spain,Male,41,8,132838,1,1,1,175347,0
9537,15632051,550,Germany,Female,42,10,128707,1,1,0,63093,1
9538,15780409,783,France,Male,40,6,0,2,1,0,109743,0
9539,15572767,777,France,Male,29,2,0,2,1,0,124490,0
9540,15590337,659,France,Male,29,6,123192,1,1,1,56971,1
9541,15634551,727,Germany,Male,46,3,115248,4,1,0,130752,1
9542,15669290,603,France,Male,38,8,59361,1,1,1,191457,0
9543,15621140,644,Spain,Male,37,9,0,2,1,1,96443,0
9544,15613518,647,France,Female,35,6,112669,1,0,1,122584,0
9545,15728043,648,Germany,Female,37,7,138504,2,1,0,57216,0
9546,15570073,721,Spain,Male,57,1,0,1,1,1,195941,0
9547,15777033,524,France,Male,29,7,0,2,1,1,105449,0
9548,15682454,626,France,Female,34,3,0,2,1,1,37870,0
9549,15758513,569,France,Male,43,7,0,2,1,0,52535,0
9550,15772604,578,Spain,Male,36,1,157268,2,1,0,141533,0
9551,15721715,769,France,Female,40,9,133871,1,1,1,50568,0
9552,15688563,694,Germany,Male,31,4,141989,2,1,0,26117,0
9553,15772009,664,France,Female,41,5,0,1,1,1,152054,0
9554,15809585,646,France,Male,38,7,0,2,1,0,1528,0
9555,15593778,779,France,Female,29,3,46388,3,1,0,127939,1
9556,15655360,782,Germany,Female,72,5,148667,1,1,0,2606,1
9557,15780909,769,Germany,Male,34,7,115102,1,0,0,57842,1
9558,15757310,655,Germany,Male,67,6,148363,1,1,1,186995,0
9559,15801411,623,Spain,Male,46,4,0,1,1,0,5549,1
9560,15761706,705,Spain,Female,39,8,144102,1,1,1,11682,0
9561,15658409,686,France,Male,41,5,128877,3,1,1,106939,1
9562,15810010,678,Germany,Male,36,6,118448,2,1,0,53172,0
9563,15627027,738,France,Male,39,5,0,2,1,1,114389,0
9564,15624374,703,France,Male,28,9,0,2,0,1,2151,0
9565,15720083,554,Spain,Male,42,1,0,2,0,1,183493,0
9566,15752294,582,France,Female,38,9,135979,4,1,1,76583,1
9567,15743193,644,France,Male,37,6,117272,2,1,0,104218,1
9568,15696733,724,France,Male,29,4,0,1,1,0,8983,0
9569,15677522,593,France,Male,33,1,0,2,0,0,9984,0
